Posicao,Quartos,Vagas,DistIpanema,DistPraia,DistFavela,RendaMedia,RendaMovel,RendaMovelRua,Vu2009,Mes,Idade,Tipologia,AreaConstruida,VAL_UNIT,X,Y,lat,lng
1,2.0,0.01,2261,502,390,1156319,1393516,1274918,2600,573,50.0,1,69,8261,685778.18,7458849.13,-22.96823393439698,-43.18783855206016
1,1.0,0.01,589,34,573,1524600,1699814,1612207,4100,930,75.0,1,49,24490,685614.16,7457015.75,-22.984805711978122,-43.189217242373076
0,2.0,0.01,2175,405,491,1156319,882499,1019409,2600,862,54.0,1,107,7009,685814.6559,7458746.914,-22.96915276338872,-43.18747057970693
0,3.0,0.01,2175,405,491,1156319,882499,1019409,2600,484,51.0,1,107,3982,685814.6559,7458746.914,-22.96915276338872,-43.18747057970693
1,0.01,0.01,1408,551,225,1496791,1271819,1384305,2500,445,50.0,1,40,9500,685213.6736,7458089.225,-22.975158018080922,-43.19325165903425
1,0.01,0.01,1408,551,225,1496791,1271819,1384305,2500,573,50.0,1,40,9750,685213.6736,7458089.225,-22.975158018080922,-43.19325165903425
1,1.0,0.01,2689,359,479,1582780,1422122,1502451,2450,825,53.0,1,52,11596,686314.2001,7459096.95,-22.965936457110885,-43.18264192166012
1,3.0,1.0,2637,159,669,1582780,1645108,1613944,2700,484,50.0,1,179,5028,686463.27,7458957.61,-22.967177848894394,-43.181171584834175
1,3.0,0.01,3006,68,660,1278457,1273783,1276120,2400,825,75.0,1,81,7654,686898.4265,7459112.337999999,-22.965732009150887,-43.17694730769767
1,1.0,0.01,3006,68,660,1278457,1273783,1276120,2400,385,72.0,1,35,5714,686898.4265,7459112.337999999,-22.965732009150887,-43.17694730769767
1,1.0,0.01,1101,105,147,969501,536362,752932,2400,360,51.0,1,23,7826,685548.86,7457701.18,-22.978624298180804,-43.189936514223575
1,2.0,0.01,1101,105,147,969501,536362,752932,2400,360,51.0,1,59,4237,685548.86,7457701.18,-22.978624298180804,-43.189936514223575
1,3.0,1.0,1552,151,561,1203742,880798,1042270,2600,484,43.0,1,107,5888,685680.5,7458133.9,-22.974702606180983,-43.18870492597435
0,3.0,0.01,1552,151,561,1203742,880798,1042270,2600,360,43.0,1,115,2609,685680.5,7458133.9,-22.974702606180983,-43.18870492597435
1,3.0,0.01,2593,34,782,1524600,1763946,1644273,4100,484,50.0,1,165,8182,686539.49,7458858.2,-22.968066869586234,-43.18041638135571
0,1.0,0.01,1929,321,622,1274074,1150383,1212229,2450,425,50.0,1,54,6667,685727.69,7458517.54,-22.97123347693357,-43.18829095319539
0,1.0,0.01,1929,321,622,1274074,1150383,1212229,2450,445,50.0,1,56,4500,685727.69,7458517.54,-22.97123347693357,-43.18829095319539
1,0.01,1.0,639,369,205,1215942,1045851,1130897,2350,862,54.0,1,39,17692,685220.61,7457315.74,-22.982141006292096,-43.19309113139513
1,0.01,0.01,639,369,205,1215942,1045851,1130897,2350,445,51.0,1,39,4615,685220.61,7457315.74,-22.982141006292096,-43.19309113139513
1,0.01,0.01,639,369,205,1215942,1045851,1130897,2350,425,51.0,1,39,3590,685220.61,7457315.74,-22.982141006292096,-43.19309113139513
0,0.01,0.01,639,369,205,1215942,1045851,1130897,2350,405,51.0,1,36,5556,685220.61,7457315.74,-22.982141006292096,-43.19309113139513
0,0.01,0.01,639,369,205,1215942,1045851,1130897,2350,573,51.0,1,36,4722,685220.61,7457315.74,-22.982141006292096,-43.19309113139513
0,0.01,0.01,639,369,205,1215942,1045851,1130897,2350,842,54.0,1,36,11250,685220.61,7457315.74,-22.982141006292096,-43.19309113139513
0,1.0,0.01,1446,437,293,1124331,1119333,1121832,2200,792,52.0,1,48,10625,685348.6984,7458113.335,-22.9749252902806,-43.19193790277319
0,1.0,0.01,2604,181,628,1083455,1110637,1097046,2000,484,50.0,1,41,6341,686412.15,7458948.29,-22.96726772576505,-43.181668907850856
0,2.0,0.01,1182,504,128,2068724,2135043,2101884,2450,918,53.0,1,78,8974,685182.55,7457864.72,-22.97718852965675,-43.19352819946045
1,3.0,1.0,2292,64,682,986211,889607,937909,2500,405,50.0,1,65,6154,686248.11,7458682.85,-22.96968272957315,-43.18323635640128
1,1.0,0.01,1779,490,341,1369604,1017080,1193342,2600,801,52.0,1,50,8000,685459.9,7458431.75,-22.972037943276444,-43.19089183432681
0,1.0,0.01,2035,226,674,1083455,884387,983921,2000,445,51.0,1,30,5000,685894.39,7458568.63,-22.970753571273264,-43.1866716357945
0,1.0,0.01,929,123,72,1083455,532879,808167,2200,904,53.0,1,30,14000,685488.2363,7457540.208,-22.98008446713064,-43.190508321924526
0,1.0,0.01,929,123,72,1083455,532879,808167,2200,484,50.0,1,30,8000,685488.2363,7457540.208,-22.98008446713064,-43.190508321924526
1,3.0,1.0,2631,144,682,1582780,1645108,1613944,2700,864,47.0,1,146,10274,686471.82,7458945.7,-22.967284425084692,-43.1810867785061
0,3.0,0.01,2631,144,682,1582780,1645108,1613944,2700,360,44.0,1,120,3333,686471.82,7458945.7,-22.967284425084692,-43.1810867785061
1,3.0,0.01,2631,144,682,1582780,1645108,1613944,2700,567,44.0,1,146,5137,686471.82,7458945.7,-22.967284425084692,-43.1810867785061
1,2.0,0.01,1216,244,217,1189386,1087373,1138380,2500,554,51.0,1,60,6667,685453.4002,7457855.029,-22.977245851495862,-43.190885882530935
1,3.0,1.0,1216,244,217,1189386,1087373,1138380,2500,904,54.0,1,109,9174,685453.4002,7457855.029,-22.977245851495862,-43.190885882530935
1,2.0,0.01,1216,244,217,1189386,1087373,1138380,2500,904,54.0,1,62,9113,685453.4002,7457855.029,-22.977245851495862,-43.190885882530935
0,0.01,0.01,624,170,322,1140573,964450,1052512,2450,573,48.0,1,39,9744,685425.2889,7457231.7579999985,-22.982876463630625,-43.19108506677844
0,2.0,0.01,2579,1148,112,1395924,2058421,1727173,1550,385,47.0,1,54,4444,685275.1,7459258.6,-22.964592935008024,-43.19279308320765
0,2.0,0.01,2579,1148,112,1395924,2058421,1727173,1550,801,49.0,1,54,7963,685275.1,7459258.6,-22.964592935008024,-43.19279308320765
1,3.0,1.0,1896,32,851,1524600,1981321,1752961,4100,405,50.0,1,195,4615,685983.47,7458376.06,-22.972482316025623,-43.18577981837206
1,3.0,1.0,2432,507,263,1472861,1200548,1336705,2300,567,50.0,1,120,8750,685914.77,7458985.15,-22.96699056334379,-43.18652309422889
1,3.0,1.0,2432,507,263,1472861,1200548,1336705,2300,554,50.0,1,160,6563,685914.77,7458985.15,-22.96699056334379,-43.18652309422889
1,4.0,1.0,754,203,165,1215942,1310446,1263194,2450,792,51.0,1,200,9000,685388.19,7457390.86,-22.98144407757453,-43.19146597360177
0,1.0,0.01,602,479,164,1532655,1660682,1596669,1750,509,48.0,1,37,4595,685111.36,7457285.44,-22.98242674899575,-43.194152867476
0,1.0,0.01,602,479,164,1532655,1660682,1596669,1750,554,48.0,1,29,9828,685111.36,7457285.44,-22.98242674899575,-43.194152867476
1,3.0,1.0,2088,486,498,1369604,1337596,1353600,2600,509,49.0,1,153,4444,685664.39,7458701.96,-22.96957542455937,-43.18893037487031
1,4.0,1.0,1786,576,268,1207360,1447135,1327248,2500,842,53.0,1,215,6977,685372.66,7458452.81,-22.97185751637393,-43.19174503875836
1,2.0,0.01,3164,258,578,1081057,1071970,1076514,2100,360,72.0,1,55,4909,686877.45,7459319.23,-22.963866359844328,-43.17717688652081
1,3.0,0.01,1136,74,191,1315094,1102680,1208887,2700,509,48.0,1,90,5556,685588.2001,7457721.81,-22.978433641770113,-43.1895553744564
0,2.0,0.01,1136,74,191,1315094,1102680,1208887,2700,864,51.0,1,86,9651,685588.2001,7457721.81,-22.978433641770113,-43.1895553744564
1,4.0,1.0,1136,74,191,1315094,1102680,1208887,2700,830,51.0,1,158,12658,685588.2001,7457721.81,-22.978433641770113,-43.1895553744564
1,2.0,0.01,1415,551,220,1496791,1271819,1384305,2500,425,49.0,1,120,3667,685217.2796,7458096.562999999,-22.975091362071122,-43.193217377258605
1,3.0,1.0,2791,414,499,1472861,1529620,1501241,2300,825,47.0,1,225,7111,686354.07,7459190.26,-22.96508950487874,-43.18226443710482
0,1.0,0.01,1336,155,344,1476163,1335470,1405817,2450,509,49.0,1,45,7444,685581.07,7457940.86,-22.97645664853427,-43.18965125857771
1,1.0,0.01,1336,155,344,1476163,1335470,1405817,2450,920,42.0,1,70,11143,685581.07,7457940.86,-22.97645664853427,-43.18965125857771
1,0.01,0.01,1912,219,696,1083455,1044130,1063793,2000,554,51.0,1,38,6711,685816.95,7458467.38,-22.971676401472262,-43.187414548194035
1,0.01,0.01,1912,219,696,1083455,1044130,1063793,2000,360,51.0,1,37,5054,685816.95,7458467.38,-22.971676401472262,-43.187414548194035
0,0.01,0.01,1912,219,696,1083455,1044130,1063793,2000,405,51.0,1,23,7304,685816.95,7458467.38,-22.971676401472262,-43.187414548194035
0,1.0,0.01,1912,219,696,1083455,1044130,1063793,2000,842,54.0,1,23,16522,685816.95,7458467.38,-22.971676401472262,-43.187414548194035
0,0.01,0.01,1912,219,696,1083455,1044130,1063793,2000,573,51.0,1,31,5484,685816.95,7458467.38,-22.971676401472262,-43.187414548194035
0,0.01,0.01,1912,219,696,1083455,1044130,1063793,2000,525,51.0,1,35,3714,685816.95,7458467.38,-22.971676401472262,-43.187414548194035
1,2.0,0.01,1413,249,414,1259839,1278269,1269054,2400,904,53.0,1,78,8333,685522.47,7458040.92,-22.975559749688465,-43.19023471745738
1,1.0,0.01,1123,121,157,969501,828156,898829,2400,360,48.0,1,43,4651,685541.18,7457728.32,-22.97838010959055,-43.19001467011412
1,1.0,0.01,1123,121,157,969501,828156,898829,2400,445,48.0,1,43,6977,685541.18,7457728.32,-22.97838010959055,-43.19001467011412
1,1.0,0.01,1123,121,157,969501,828156,898829,2400,425,48.0,1,36,5972,685541.18,7457728.32,-22.97838010959055,-43.19001467011412
0,1.0,0.01,1123,121,157,969501,828156,898829,2400,830,51.0,1,40,10000,685541.18,7457728.32,-22.97838010959055,-43.19001467011412
1,2.0,0.01,2304,315,456,1124331,583395,853863,2100,918,53.0,1,56,11607,686009.87,7458812.03,-22.96854302389369,-43.18557494849811
0,1.0,0.01,1466,398,326,1124331,1077249,1100790,2200,525,50.0,1,43,4302,685397.17,7458124.37,-22.974820254178,-43.191466573994695
1,0.01,0.01,2572,184,609,1083455,835404,959430,2000,360,47.0,2,26,4231,686380.39,7458929.98,-22.96743660270514,-43.1819763747352
0,1.0,0.01,2572,184,609,1083455,835404,959430,2000,862,50.0,1,26,14615,686380.39,7458929.98,-22.96743660270514,-43.1819763747352
0,1.0,0.01,1902,321,599,1274074,1150383,1212229,2450,930,53.0,1,51,8824,685709.98,7458494.12,-22.971446911612787,-43.188460822640714
1,4.0,2.0,807,34,233,1524600,894300,1209450,4100,862,50.0,1,344,18023,685555.97,7457367.33,-22.981637815194567,-43.189827012942686
0,1.0,0.01,1705,209,570,1083455,1034835,1059145,2000,864,54.0,1,41,11951,685702.15,7458289.3,-22.97329709271298,-43.18851251971604
1,1.0,0.01,1705,209,570,1083455,1034835,1059145,2000,405,51.0,1,40,3750,685702.15,7458289.3,-22.97329709271298,-43.18851251971604
0,1.0,0.01,1705,209,570,1083455,1034835,1059145,2000,918,54.0,1,40,12500,685702.15,7458289.3,-22.97329709271298,-43.18851251971604
0,2.0,0.01,3231,362,585,1124331,1172250,1148291,1950,445,49.0,1,75,4667,686844.96,7459420.01,-22.962960075877696,-43.17750587242622
1,2.0,0.01,3231,362,585,1124331,1172250,1148291,1950,862,52.0,1,82,5976,686844.96,7459420.01,-22.962960075877696,-43.17750587242622
0,3.0,0.01,3231,362,585,1124331,1172250,1148291,1950,842,52.0,1,60,12417,686844.96,7459420.01,-22.962960075877696,-43.17750587242622
0,1.0,0.01,3215,360,600,1124331,1070803,1097567,1950,567,49.0,1,41,5854,686830.89,7459410.62,-22.963046436651183,-43.17764192181967
1,1.0,0.01,3215,360,600,1124331,1070803,1097567,1950,509,49.0,1,38,4053,686830.89,7459410.62,-22.963046436651183,-43.17764192181967
0,1.0,0.01,3215,360,600,1124331,1070803,1097567,1950,425,49.0,1,35,3429,686830.89,7459410.62,-22.963046436651183,-43.17764192181967
0,1.0,0.01,3215,360,600,1124331,1070803,1097567,1950,484,49.0,1,41,6537,686830.89,7459410.62,-22.963046436651183,-43.17764192181967
1,1.0,0.01,3215,360,600,1124331,1070803,1097567,1950,509,49.0,1,42,4405,686830.89,7459410.62,-22.963046436651183,-43.17764192181967
1,1.0,0.01,2497,880,225,1803724,2016761,1910243,2350,573,51.0,1,45,9444,685540.1435,7459146.704,-22.96557371194063,-43.19019534423043
0,2.0,0.01,3203,360,613,1124331,1074605,1099468,1950,445,49.0,1,67,5224,686818.47,7459404.28,-22.96310507398363,-43.177762252592736
1,2.0,0.01,3203,360,613,1124331,1074605,1099468,1950,830,52.0,1,82,7683,686818.47,7459404.28,-22.96310507398363,-43.177762252592736
1,1.0,0.01,1236,152,245,1083455,1255320,1169388,2200,385,50.0,1,55,5091,685546.14,7457846.53,-22.977312245351108,-43.18998052349253
0,1.0,0.01,1236,152,245,1083455,1255320,1169388,2200,930,53.0,1,54,9259,685546.14,7457846.53,-22.977312245351108,-43.18998052349253
0,1.0,0.01,1236,152,245,1083455,1255320,1169388,2200,825,53.0,1,47,12128,685546.14,7457846.53,-22.977312245351108,-43.18998052349253
0,2.0,0.01,544,471,195,1532655,1509540,1521098,1750,554,49.0,1,78,5513,685123.19,7457227.73,-22.982946492948265,-43.19403057613838
1,1.0,0.01,1507,80,529,1447740,950025,1198883,2700,385,50.0,1,51,5882,685724.49,7458067.97,-22.97529297289316,-43.188268035743434
0,2.0,0.01,732,399,105,1159555,1153282,1156419,990,554,50.0,1,61,6803,685192.27,7457412.75,-22.981268264126417,-43.193379144907595
1,2.0,0.01,732,399,105,1159555,1153282,1156419,990,862,53.0,1,61,9016,685192.27,7457412.75,-22.981268264126417,-43.193379144907595
0,2.0,0.01,732,399,105,1159555,1153282,1156419,990,385,50.0,1,61,5902,685192.27,7457412.75,-22.981268264126417,-43.193379144907595
0,0.01,0.01,2133,385,532,1124331,781108,952720,2100,792,51.0,1,27,11296,685804.24,7458706.08,-22.96952261414865,-43.18756722568366
0,0.01,0.01,2133,385,532,1124331,781108,952720,2100,425,49.0,1,30,6667,685804.24,7458706.08,-22.96952261414865,-43.18756722568366
0,0.01,0.01,2133,385,532,1124331,781108,952720,2100,862,52.0,1,27,9074,685804.24,7458706.08,-22.96952261414865,-43.18756722568366
0,0.01,0.01,2133,385,532,1124331,781108,952720,2100,842,52.0,1,27,15556,685804.24,7458706.08,-22.96952261414865,-43.18756722568366
0,0.01,0.01,2133,385,532,1124331,781108,952720,2100,445,49.0,1,27,4444,685804.24,7458706.08,-22.96952261414865,-43.18756722568366
0,0.01,0.01,2133,385,532,1124331,781108,952720,2100,509,49.0,1,27,6667,685804.24,7458706.08,-22.96952261414865,-43.18756722568366
0,0.01,0.01,2133,385,532,1124331,781108,952720,2100,509,49.0,1,27,5926,685804.24,7458706.08,-22.96952261414865,-43.18756722568366
1,1.0,0.01,774,106,195,1083455,1076386,1079921,2200,864,50.0,1,50,12800,685484.5103,7457370.81,-22.981614366844568,-43.19052428132037
1,1.0,0.01,774,106,195,1083455,1076386,1079921,2200,484,47.0,2,46,6620,685484.5103,7457370.81,-22.981614366844568,-43.19052428132037
0,0.01,0.01,774,106,195,1083455,1076386,1079921,2200,862,50.0,1,30,10000,685484.5103,7457370.81,-22.981614366844568,-43.19052428132037
0,1.0,1.0,774,106,195,1083455,1076386,1079921,2200,405,47.0,1,46,6087,685484.5103,7457370.81,-22.981614366844568,-43.19052428132037
1,1.0,0.01,2510,326,425,1124331,1592298,1358315,2100,825,49.0,1,20,16500,686179.0801,7458963.03,-22.96716073256297,-43.18394325206519
1,2.0,1.0,1953,499,496,1369604,1490777,1430191,2600,920,49.0,1,60,13167,685557.81,7458588.46,-22.97061209956782,-43.18995596407082
1,1.0,0.01,2468,965,146,1395924,955013,1175469,1550,930,48.0,1,32,12500,685410.63,7459135.98,-22.96568497286777,-43.19145687718667
1,1.0,0.01,1969,253,712,574140,574140,574140,2200,862,52.0,1,39,12821,685822.08,7458526.19,-22.97114483692437,-43.18737160866026
1,2.0,0.01,1969,253,712,574140,574140,574140,2200,792,51.0,1,76,9211,685822.08,7458526.19,-22.97114483692437,-43.18737160866026
0,1.0,0.01,2803,375,553,1915512,1695584,1805548,2500,940,52.0,1,60,10333,686406.16,7459178.12,-22.96519328216175,-43.18175507182549
0,3.0,0.01,2373,870,150,1395924,845233,1120579,1550,445,47.0,1,91,2473,685447.4939,7459035.114,-22.966591580259166,-43.19108531586043
0,2.0,1.0,2320,752,258,1395924,2324669,1860297,1550,862,51.0,1,78,13462,685544.5141,7458965.694,-22.96720755544753,-43.190130967770976
1,1.0,0.01,2748,152,749,1083455,649478,866467,2000,484,49.0,1,32,7813,686573.28,7459020.35,-22.966599044836645,-43.180106510582284
1,1.0,0.01,3144,352,671,1124331,862986,993659,1950,792,51.0,1,50,9600,686766.85,7459367.01,-22.96344737431869,-43.178261051295394
0,1.0,0.01,3144,352,671,1124331,862986,993659,1950,904,52.0,1,50,7000,686766.85,7459367.01,-22.96344737431869,-43.178261051295394
1,1.0,0.01,2545,757,105,994427,982091,988259,1850,360,44.0,1,57,2807,685731.8801,7459156.09,-22.96546757857293,-43.18832694810363
0,3.0,0.01,512,433,246,1140573,1173370,1156972,2450,920,51.0,1,118,8729,685164.5,7457194.93,-22.98323804291918,-43.19362379210618
0,3.0,0.01,512,433,246,1140573,1173370,1156972,2450,385,48.0,1,118,3305,685164.5,7457194.93,-22.98323804291918,-43.19362379210618
1,3.0,1.0,2251,482,404,1156319,1393516,1274918,2600,842,52.0,1,150,11333,685792.47,7458834.68,-22.968362807057954,-43.18769747527402
0,3.0,1.0,2251,482,404,1156319,1393516,1274918,2600,801,51.0,1,117,10256,685792.47,7458834.68,-22.968362807057954,-43.18769747527402
1,2.0,1.0,2185,370,497,1156319,900641,1028480,2600,405,49.0,1,75,5600,685858.22,7458742.6,-22.969186848650626,-43.18704527811332
1,2.0,0.01,2185,370,497,1156319,900641,1028480,2600,940,52.0,1,75,11067,685858.22,7458742.6,-22.969186848650626,-43.18704527811332
1,1.0,0.01,2610,933,113,1165764,1239082,1202423,2150,920,52.0,1,49,9796,685579.19,7459254.73,-22.964593996537275,-43.189827609901364
1,1.0,0.01,2525,328,428,1124331,1886935,1505633,2100,525,69.0,1,40,4750,686191.71,7458974.03,-22.96706000131772,-43.183821430365626
1,1.0,0.01,2525,328,428,1124331,1886935,1505633,2100,405,69.0,1,40,4375,686191.71,7458974.03,-22.96706000131772,-43.183821430365626
1,3.0,0.01,1191,223,192,1189386,1087373,1138380,2500,573,42.0,1,97,6186,685466.4487,7457826.047,-22.977506073377,-43.19075515735451
0,3.0,1.0,1191,223,192,1189386,1087373,1138380,2500,385,42.0,1,99,3535,685466.4487,7457826.047,-22.977506073377,-43.19075515735451
1,3.0,0.01,2844,545,410,1915512,2101848,2008680,2450,918,42.0,1,111,12252,686265.58,7459290.01,-22.964198776639748,-43.18313928905886
1,2.0,1.0,2400,606,246,1165764,1192272,1179018,2150,509,72.0,1,85,6235,685778.86,7458994.15,-22.966924481577568,-43.187849379014814
1,0.01,0.01,589,34,573,1524600,1699814,1612207,4100,792,74.0,1,40,18125,685614.16,7457015.75,-22.984805711978122,-43.189217242373076
1,3.0,1.0,2825,145,815,1083455,1126555,1105005,2000,484,49.0,1,120,4583,686652.4957,7459061.642000001,-22.96621734019484,-43.179339110751286
1,3.0,0.01,2312,37,707,1524600,933045,1228823,4100,385,72.0,1,145,4259,686289.68,7458682.12,-22.96968466688268,-43.18283092957547
1,0.01,0.01,2518,658,134,986211,1129648,1057930,2100,842,33.0,1,29,10345,685821.99,7459104.35,-22.96592467683145,-43.18744210462657
1,3.0,0.01,2518,658,134,986211,1129648,1057930,2100,904,43.0,1,79,7975,685821.99,7459104.35,-22.96592467683145,-43.18744210462657
1,2.0,0.01,2518,658,134,986211,1129648,1057930,2100,509,30.0,1,79,4557,685821.99,7459104.35,-22.96592467683145,-43.18744210462657
1,3.0,0.01,2518,658,134,986211,1129648,1057930,2100,920,39.0,1,94,6383,685821.99,7459104.35,-22.96592467683145,-43.18744210462657
1,0.01,0.01,2518,658,134,986211,1129648,1057930,2100,385,30.0,1,29,5517,685821.99,7459104.35,-22.96592467683145,-43.18744210462657
0,1.0,0.01,2518,658,134,986211,1129648,1057930,2100,864,43.0,1,44,12500,685821.99,7459104.35,-22.96592467683145,-43.18744210462657
1,2.0,0.01,2518,658,134,986211,1129648,1057930,2100,830,43.0,1,79,7215,685821.99,7459104.35,-22.96592467683145,-43.18744210462657
0,1.0,0.01,2518,658,134,986211,1129648,1057930,2100,484,40.0,1,45,5156,685821.99,7459104.35,-22.96592467683145,-43.18744210462657
0,1.0,0.01,3154,323,638,1124331,1183198,1153765,1950,792,49.0,1,34,10294,686803.97,7459355.11,-22.963550652255602,-43.17789768094815
1,1.0,0.01,3154,323,638,1124331,1183198,1153765,1950,800,49.0,1,38,8684,686803.97,7459355.11,-22.963550652255602,-43.17789768094815
1,3.0,1.0,1565,462,259,1203742,1266864,1235303,2600,567,56.0,1,150,4333,685376.73,7458228.47,-22.973882618291732,-43.191678396929696
1,2.0,1.0,3439,393,384,1124331,896944,1010638,1950,830,51.0,1,112,8482,687032.4401,7459547.44,-22.96178846772069,-43.175693336693534
1,2.0,0.01,2629,328,475,1124331,1121058,1122695,2100,484,48.0,1,66,5303,686289.03,7459042.74,-22.966428732490893,-43.182880799067924
1,2.0,0.01,2629,328,475,1124331,1121058,1122695,2100,360,48.0,1,66,5152,686289.03,7459042.74,-22.966428732490893,-43.182880799067924
0,3.0,0.01,3208,311,567,1007098,1097472,1052285,2300,801,50.0,1,77,8571,686871.58,7459375.95,-22.96335490023911,-43.177240987324026
0,2.0,0.01,3208,311,567,1007098,1097472,1052285,2300,801,50.0,1,58,9655,686871.58,7459375.95,-22.96335490023911,-43.177240987324026
1,3.0,0.01,1647,133,623,1207360,1459972,1333666,2500,525,47.0,1,120,6667,685746.03,7458210.71,-22.974001777815012,-43.18807518200853
0,2.0,0.01,1996,453,543,1274074,1360651,1317363,2300,918,51.0,1,68,10735,685635.3359999999,7458613.762999998,-22.97037499212389,-43.18920306358815
1,2.0,0.01,3525,330,241,807780,636854,722317,2200,862,50.0,1,62,9677,687183.38,7459547.28,-22.961772944673616,-43.174221632128344
0,2.0,1.0,3525,330,241,807780,636854,722317,2200,425,47.0,1,58,4138,687183.38,7459547.28,-22.961772944673616,-43.174221632128344
0,2.0,0.01,1446,324,399,1221509,1164808,1193159,2500,842,52.0,1,67,10000,685462.71,7458090.07,-22.975122641106683,-43.190823359092725
0,2.0,0.01,1444,395,332,1124331,1077249,1100790,2200,554,48.0,1,76,4342,685390.4932,7458103.961,-22.975005270162665,-43.191529227879194
1,2.0,0.01,2522,485,259,1472861,1025058,1248960,2300,801,49.0,1,56,8750,686021.6401,7459041.52,-22.966469659324883,-43.185487843815565
1,2.0,0.01,2522,485,259,1472861,1025058,1248960,2300,825,50.0,1,56,12054,686021.6401,7459041.52,-22.966469659324883,-43.185487843815565
0,3.0,0.01,511,375,303,1140573,1390115,1265344,2450,864,48.0,1,75,15400,685223.43,7457185.96,-22.98331246918689,-43.19304804226536
1,2.0,0.01,431,295,454,1566345,1458348,1512347,2700,862,51.0,1,86,7209,685329.2897,7457064.765,-22.98439493632511,-43.19200115448293
1,1.0,0.01,1796,604,253,1207360,1454651,1331006,2500,445,48.0,1,45,3333,685348.22,7458466.29,-22.971738529033004,-43.19198497142247
1,4.0,1.0,363,271,583,1404545,1711526,1558036,2600,930,50.0,1,210,11905,685392.06,7456931.4,-22.98559208283369,-43.19137299117285
0,1.0,0.01,481,141,598,1404545,791917,1098231,2600,405,48.0,1,45,4444,685518.27,7456964.41,-22.985279959540982,-43.190146171755416
0,1.0,0.01,1195,358,181,1189386,985668,1087527,2500,801,50.0,1,39,17179,685334.56,7457860.49,-22.97720979086369,-43.192045389818155
0,2.0,0.01,1261,409,234,1124331,1394112,1259222,2200,385,48.0,1,80,4750,685303.8001,7457932.84,-22.97655997341896,-43.19235403177724
0,1.0,0.01,3083,147,606,1083455,1301053,1192254,2000,573,66.0,1,56,6786,686899.63,7459206.34,-22.964883140471073,-43.17694695573177
0,2.0,0.01,3191,360,627,1124331,1078406,1101369,1950,484,47.0,1,57,5088,686806.0131,7459397.507,-22.963167624883702,-43.17788289085967
0,2.0,0.01,3191,360,627,1124331,1078406,1101369,1950,554,47.0,1,63,4206,686806.0131,7459397.507,-22.963167624883702,-43.17788289085967
1,1.0,0.01,2754,325,566,1124331,1365910,1245121,2100,920,50.0,1,52,9808,686410.46,7459120.5,-22.965713046410613,-43.18170618601378
1,1.0,0.01,3222,298,542,1007098,1207119,1107109,2300,425,47.0,1,37,5405,686898.27,7459375.72,-22.963353979926726,-43.176980724914806
1,1.0,0.01,3222,298,542,1007098,1207119,1107109,2300,801,49.0,1,37,10135,686898.27,7459375.72,-22.963353979926726,-43.176980724914806
1,1.0,0.01,3222,298,542,1007098,1207119,1107109,2300,385,47.0,1,37,5946,686898.27,7459375.72,-22.963353979926726,-43.176980724914806
0,2.0,0.01,3189,329,603,1124331,1070803,1097567,1950,425,42.0,1,59,4153,686834.79,7459377.23,-22.963347473615155,-43.177599854553726
0,2.0,0.01,3189,329,603,1124331,1070803,1097567,1950,360,42.0,1,54,5046,686834.79,7459377.23,-22.963347473615155,-43.177599854553726
0,2.0,0.01,3189,329,603,1124331,1070803,1097567,1950,360,42.0,1,54,4907,686834.79,7459377.23,-22.963347473615155,-43.177599854553726
1,2.0,1.0,3189,329,603,1124331,1070803,1097567,1950,554,42.0,1,61,5984,686834.79,7459377.23,-22.963347473615155,-43.177599854553726
1,2.0,1.0,3189,329,603,1124331,1070803,1097567,1950,567,42.0,1,61,8197,686834.79,7459377.23,-22.963347473615155,-43.177599854553726
0,2.0,0.01,2297,79,667,986211,1055112,1020662,2500,425,40.0,1,60,8167,686239.17,7458694.21,-22.969581161802196,-43.18332489917729
0,2.0,0.01,2468,239,511,1194735,901001,1047868,2500,405,47.0,1,70,4071,686230.1529,7458891.825,-22.96779792171275,-43.18343667062115
0,2.0,1.0,2468,239,511,1194735,901001,1047868,2500,484,47.0,1,70,4286,686230.1529,7458891.825,-22.96779792171275,-43.18343667062115
0,1.0,1.0,2614,1054,177,1803724,1759555,1781640,2350,425,40.0,1,47,8511,685428.39,7459280.16,-22.96438119859075,-43.19130102925045
1,2.0,0.01,2562,1031,197,1783469,1766122,1774796,2300,825,43.0,1,90,10000,685410.5203,7459229.812000001,-22.964837779626503,-43.191469218408926
1,2.0,0.01,574,48,632,1524600,1986410,1755505,4100,573,69.0,1,102,15686,685630.931,7456958.8089999985,-22.985317955705238,-43.189046838023316
1,4.0,1.0,640,35,448,1524600,1523182,1523891,4100,920,72.0,1,200,15750,685579.27,7457136.75,-22.98371710615632,-43.18957204896032
0,1.0,0.01,2874,146,839,1083455,1201664,1142560,2000,904,72.0,1,43,9302,686697.62,7459090.95,-22.96594765938773,-43.178902672354745
1,2.0,0.01,1429,326,399,1259839,1122494,1191167,2400,509,67.0,1,89,4888,685452.8098,7458075.47,-22.975255567519497,-43.19091814255592
1,2.0,0.01,1425,222,426,1259839,1256975,1258407,2400,405,66.0,1,80,4375,685553.042,7458043.459,-22.97553341514291,-43.1899369088646
1,3.0,0.01,1693,225,549,1207360,1298726,1253043,2500,405,67.0,1,143,4196,685681.37,7458283.88,-22.97334834907527,-43.18871449400811
