Posicao;Quartos;Vagas;DistIpanema;DistPraia;DistFavela;RendaMedia;RendaMovel;RendaMovelRua;Vu2009;Mes;Idade;Tipologia;AreaConstruida;VAL_UNIT;X;Y
0;0.01;0.01;3059;344;756;1124331;1376035;1250183;1950;920;54;1;24;12500;686691.22;7459313.19
0;0.01;0.01;3059;344;756;1124331;1376035;1250183;1950;830;54;1;24;10833;686691.22;7459313.19
0;0.01;0.01;3059;344;756;1124331;1376035;1250183;1950;484;51;1;24;6667;686691.22;7459313.19
1;1;0.01;3059;344;756;1124331;1376035;1250183;1950;385;51;1;24;5000;686691.22;7459313.19
1;0.01;0.01;3059;344;756;1124331;1376035;1250183;1950;792;53;1;24;12917;686691.22;7459313.19
0;0.01;0.01;3059;344;756;1124331;1376035;1250183;1950;825;54;1;25;11800;686691.22;7459313.19
0;0.01;0.01;3059;344;756;1124331;1376035;1250183;1950;573;51;1;24;7833;686691.22;7459313.19
1;1;0.01;3059;344;756;1124331;1376035;1250183;1950;830;54;1;36;13056;686691.22;7459313.19
0;0.01;0.01;3059;344;756;1124331;1376035;1250183;1950;573;51;1;24;6250;686691.22;7459313.19
0;0.01;0.01;3059;344;756;1124331;1376035;1250183;1950;800;53;1;24;15833;686691.22;7459313.19
1;0.01;0.01;3059;344;756;1124331;1376035;1250183;1950;425;51;1;24;6667;686691.22;7459313.19
1;0.01;0.01;3059;344;756;1124331;1376035;1250183;1950;920;54;1;24;9167;686691.22;7459313.19
0;0.01;0.01;3059;344;756;1124331;1376035;1250183;1950;573;51;1;24;8125;686691.22;7459313.19
0;0.01;0.01;3059;344;756;1124331;1376035;1250183;1950;405;51;1;24;3333;686691.22;7459313.19
0;1;0.01;2486;116;648;1357174;1000877;1179026;2700;405;52;1;43;3721;686364.87;7458839.34
0;1;0.01;2486;116;648;1357174;1000877;1179026;2700;509;52;1;38;7895;686364.87;7458839.34
0;1;0.01;2486;116;648;1357174;1000877;1179026;2700;525;52;1;43;7209;686364.87;7458839.34
0;1;0.01;2486;116;648;1357174;1000877;1179026;2700;801;54;1;37;11892;686364.87;7458839.34
0;1;0.01;2486;116;648;1357174;1000877;1179026;2700;573;52;1;37;10811;686364.87;7458839.34
0;1;0.01;2486;116;648;1357174;1000877;1179026;2700;930;55;1;37;14865;686364.87;7458839.34
1;1;0.01;2486;116;648;1357174;1000877;1179026;2700;484;52;1;38;5263;686364.87;7458839.34
0;1;0.01;2486;116;648;1357174;1000877;1179026;2700;918;55;1;38;16316;686364.87;7458839.34
1;3;0.01;2626;843;75;986211;1037561;1011886;2100;904;56;1;90;8167;685702.2801;7459246.15
1;1;0.01;3084;318;710;1124331;1092244;1108288;1950;360;52;1;42;5714;686741.54;7459311.64
1;1;0.01;3084;318;710;1124331;1092244;1108288;1950;525;52;1;42;5952;686741.54;7459311.64
1;1;0.01;3084;318;710;1124331;1092244;1108288;1950;484;52;1;42;5000;686741.54;7459311.64
1;0.01;0.01;3084;318;710;1124331;1092244;1108288;1950;567;52;1;39;7179;686741.54;7459311.64
1;2;0.01;2718;180;698;1083455;646839;865147;2000;864;55;1;50;12400;686519.09;7459018.41
1;1;0.01;2718;180;698;1083455;646839;865147;2000;940;55;1;53;11698;686519.09;7459018.41
0;1;0.01;2718;180;698;1083455;646839;865147;2000;509;52;1;55;7000;686519.09;7459018.41
0;1;0.01;2718;180;698;1083455;646839;865147;2000;445;52;1;38;3947;686519.09;7459018.41
1;2;0.01;3225;31;418;1524600;1199653;1362127;4100;360;52;1;107;4673;687144.62;7459200.47
0;1;0.01;1538;293;431;1221509;822882;1022196;2500;425;52;1;59;3390;685536.81;7458166.84
1;1;0.01;1538;293;431;1221509;822882;1022196;2500;484;52;1;54;6667;685536.81;7458166.84
1;1;1;1538;293;431;1221509;822882;1022196;2500;904;55;1;53;9245;685536.81;7458166.84
0;1;0.01;1042;215;43;1083455;1065293;1074374;2200;918;55;1;39;7692;685428.96;7457681.34
0;1;0.01;1042;215;43;1083455;1065293;1074374;2200;862;55;1;39;13436;685428.96;7457681.34
0;0.01;0.01;1042;215;43;1083455;1065293;1074374;2200;800;54;1;39;11538;685428.96;7457681.34
0;1;0.01;1042;215;43;1083455;1065293;1074374;2200;930;55;1;36;18056;685428.96;7457681.34
0;1;0.01;1042;215;43;1083455;1065293;1074374;2200;930;55;1;38;7895;685428.96;7457681.34
1;2;1;2172;107;670;1447740;1774652;1611196;2700;567;50;1;64;6719;686109.47;7458620.77
1;2;0.01;1850;182;684;1083455;1036528;1059992;2000;920;58;1;111;8874;685814.14;7458401.96
1;4;1;3201;31;443;1524600;1189176;1356888;4100;445;52;1;191;6806;687120.1;7459188.46
1;2;0.01;3417;332;355;948250;969589;958920;1850;360;52;1;67;2239;687067.2905;7459496.571
1;1;0.01;1990;156;740;1395924;1556320;1476122;2450;862;55;1;36;15278;685930.56;7458504.59
0;1;0.01;1990;156;740;1395924;1556320;1476122;2450;830;55;1;35;13571;685930.56;7458504.59
0;1;0.01;1990;156;740;1395924;1556320;1476122;2450;920;55;1;35;14286;685930.56;7458504.59
1;1;0.01;2144;509;477;1395924;1118364;1257144;2300;554;52;1;48;7292;685680.39;7458754.93
0;0.01;0.01;2251;225;546;1083455;815310;949383;2000;405;51;1;18;3444;686057.62;7458733.06
0;1;0.01;2251;225;546;1083455;815310;949383;2000;360;51;1;15;4000;686057.62;7458733.06
0;0.01;0.01;2251;225;546;1083455;815310;949383;2000;825;54;1;15;18333;686057.62;7458733.06
0;0.01;0.01;2251;225;546;1083455;815310;949383;2000;385;51;1;21;4286;686057.62;7458733.06
0;0.01;0.01;2251;225;546;1083455;815310;949383;2000;801;53;1;21;8095;686057.62;7458733.06
1;1;0.01;2251;225;546;1083455;815310;949383;2000;425;51;1;17;7529;686057.62;7458733.06
1;0.01;0.01;2251;225;546;1083455;815310;949383;2000;445;51;1;16;5938;686057.62;7458733.06
0;0.01;0.01;2251;225;546;1083455;815310;949383;2000;425;51;2;18;6667;686057.62;7458733.06
1;0.01;0.01;2251;225;546;1083455;815310;949383;2000;864;54;1;17;14706;686057.62;7458733.06
0;1;0.01;2708;295;563;1124331;1478155;1301243;2100;525;52;1;42;4762;686395.44;7459076.23
1;3;0.01;3120;255;626;1081057;1071970;1076514;2100;573;51;1;96;5000;686836.06;7459294.45
1;2;0.01;741;446;93;1159555;974669;1067112;990;445;49;1;71;5493;685145.99;7457425.09
0;1;0.01;741;446;93;1159555;974669;1067112;990;445;49;1;59;3390;685145.99;7457425.09
0;1;0.01;741;446;93;1159555;974669;1067112;990;573;49;1;51;5490;685145.99;7457425.09
0;2;0.01;2548;391;364;1194735;1092112;1143424;2500;525;52;1;115;3304;686146.3135;7459019.704
1;3;0.01;1969;457;546;1274074;1312142;1293108;2300;567;52;1;161;4037;685613.2;7458591.92
0;1;0.01;1146;326;146;969501;1028834;999168;1750;509;52;1;55;6000;685350.67;7457808.4
0;2;0.01;2506;1054;104;1395924;1396219;1396072;1550;825;53;1;75;9067;685331.69;7459181.64
0;2;0.01;2506;1054;104;1395924;1396219;1396072;1550;425;50;1;75;4267;685331.69;7459181.64
1;2;0.01;2506;1054;104;1395924;1396219;1396072;1550;509;50;1;78;5256;685331.69;7459181.64
1;2;0.01;2506;1054;104;1395924;1396219;1396072;1550;792;52;1;78;9679;685331.69;7459181.64
1;2;0.01;2506;1054;104;1395924;1396219;1396072;1550;918;53;1;78;8718;685331.69;7459181.64
0;2;0.01;2506;1054;104;1395924;1396219;1396072;1550;525;50;1;75;3840;685331.69;7459181.64
0;1;0.01;1058;174;75;1083455;1140771;1112113;2200;830;55;1;41;8537;685471.84;7457683.81
0;3;0.01;1695;433;342;1124331;1102941;1113636;2200;360;51;1;84;2857;685475.52;7458342.93
1;1;0.01;477;426;274;1532655;1550835;1541745;1750;405;51;1;23;6522;685176.24;7457158.71
0;0.01;0.01;477;426;274;1532655;1550835;1541745;1750;573;51;1;23;8261;685176.24;7457158.71
0;0.01;0.01;1425;373;356;1259839;1034540;1147190;2400;862;54;1;30;14667;685403.9;7458081.9
0;3;0.01;490;213;465;1308645;1106546;1207596;2100;360;52;1;101;3762;685409.05;7457085.07
1;3;1;1449;522;219;1496791;2063441;1780116;2500;445;53;1;112;5848;685260.13;7458126.4
0;3;0.01;1449;522;219;1496791;2063441;1780116;2500;825;56;1;99;10202;685260.13;7458126.4
1;3;1;1449;522;219;1496791;2063441;1780116;2500;801;55;1;112;8036;685260.13;7458126.4
0;3;1;2559;659;106;986211;1144160;1065186;2100;918;54;1;110;10000;685859.77;7459135.71
0;0.01;0.01;2970;277;809;1171749;813296;992523;2300;862;54;1;27;13704;686666.32;7459223.49
1;1;0.01;2970;277;809;1171749;813296;992523;2300;918;54;1;36;13056;686666.32;7459223.49
0;3;0.01;2735;292;587;1124331;1313552;1218942;2100;825;54;1;75;7333;686424.59;7459091.29
1;2;0.01;2735;292;587;1124331;1313552;1218942;2100;405;51;1;75;4933;686424.59;7459091.29
1;1;0.01;2204;336;499;1124331;913263;1018797;2100;554;52;1;20;5400;685908.48;7458744.66
1;2;1;728;416;108;1159555;1015848;1087702;990;425;51;1;80;5000;685175.3;7457409.92
1;2;0.01;728;416;108;1159555;1015848;1087702;990;484;51;1;60;8250;685175.3;7457409.92
1;2;1;728;416;108;1159555;1015848;1087702;990;825;54;1;60;10833;685175.3;7457409.92
1;2;0.01;3315;247;400;1081057;1238976;1160017;2100;525;51;1;93;3387;687041.15;7459390.7
1;1;0.01;2417;219;525;1083455;1480106;1281781;2000;801;52;1;41;7317;686204.22;7458847.19
1;1;0.01;2417;219;525;1083455;1480106;1281781;2000;862;53;1;49;8776;686204.22;7458847.19
1;1;0.01;2417;219;525;1083455;1480106;1281781;2000;405;50;1;49;4082;686204.22;7458847.19
1;1;0.01;2417;219;525;1083455;1480106;1281781;2000;800;52;1;41;7317;686204.22;7458847.19
0;1;0.01;1437;93;456;1315094;1360200;1337647;2700;801;50;1;34;8824;685680.0401;7458010.14
0;1;0.01;1437;93;456;1315094;1360200;1337647;2700;801;50;1;34;10000;685680.0401;7458010.14
0;0.01;0.01;2354;306;445;1124331;504704;814518;2100;525;50;1;31;3968;686059.49;7458845.11
1;1;0.01;1659;403;354;1124331;1138985;1131658;2200;525;49;1;38;7368;685486.64;7458303.87
0;0.01;0.01;1906;381;550;1124331;793412;958872;2200;920;54;1;25;16000;685651.85;7458516.71
0;0.01;0.01;1906;381;550;1124331;793412;958872;2200;801;53;1;25;15200;685651.85;7458516.71
1;1;0.01;1906;381;550;1124331;793412;958872;2200;525;51;1;50;6100;685651.85;7458516.71
1;1;0.01;2674;218;627;1083455;1110408;1096932;2000;904;54;1;44;12500;686440.73;7459012.97
1;1;0.01;2674;218;627;1083455;1110408;1096932;2000;509;51;1;42;7857;686440.73;7459012.97
1;1;0.01;2674;218;627;1083455;1110408;1096932;2000;525;51;1;38;6053;686440.73;7459012.97
1;1;0.01;2674;218;627;1083455;1110408;1096932;2000;445;51;1;43;6977;686440.73;7459012.97
0;0.01;0.01;2674;218;627;1083455;1110408;1096932;2000;425;51;1;21;3571;686440.73;7459012.97
0;2;0.01;2281;578;363;1156319;1312668;1234494;2600;930;58;1;61;10984;685710.48;7458888.71
1;2;0.01;2281;578;363;1156319;1312668;1234494;2600;445;55;1;93;4086;685710.48;7458888.71
1;1;0.01;1361;281;363;1221509;1135985;1178747;2500;904;54;1;38;12895;685469.03;7458001.12
1;1;0.01;1824;388;473;1124331;1251352;1187842;2200;360;50;1;37;3784;685592.1829;7458447.907
0;1;0.01;681;245;213;1308645;1230867;1269756;2100;573;45;1;37;9189;685344.89;7457329.12
1;1;0.01;989;104;85;1451302;1493156;1472229;2300;360;49;1;40;6750;685519.53;7457591.75
0;1;0.01;989;104;85;1451302;1493156;1472229;2300;830;52;1;40;14500;685519.53;7457591.75
1;1;0.01;989;104;85;1451302;1493156;1472229;2300;484;49;1;40;6250;685519.53;7457591.75
1;1;0.01;1912;339;591;1274074;1378300;1326187;2450;554;51;1;41;6951;685697.93;7458508.58
0;1;0.01;1912;339;591;1274074;1378300;1326187;2450;801;53;1;41;10488;685697.93;7458508.58
1;2;0.01;2401;650;244;1165764;1521552;1343658;2150;842;54;1;78;8333;685728.78;7459007.89
1;3;1;2600;374;405;1357174;1665496;1511335;2500;864;52;1;152;10987;686212.48;7459046.75
0;2;0.01;1835;347;520;1406617;1629909;1518263;2500;830;53;1;74;11622;685641.31;7458445.02
1;3;0.01;1214;271;217;1189386;1154517;1171952;2500;930;53;1;95;10526;685426.759;7457860.788
1;1;0.01;2628;929;89;986211;932981;959596;2100;918;50;1;51;10588;685600.42;7459269.4
1;2;0.01;2628;929;89;986211;932981;959596;2100;904;50;1;75;8733;685600.42;7459269.4
1;1;0.01;2628;929;89;986211;932981;959596;2100;830;50;1;44;10568;685600.42;7459269.4
1;2;0.01;2628;929;89;986211;932981;959596;2100;930;50;1;75;9600;685600.42;7459269.4
1;1;0.01;1950;365;603;1274074;1527008;1400541;2450;920;54;1;34;14118;685696.22;7458549.44
1;0.01;0.01;1950;365;603;1274074;1527008;1400541;2450;830;54;1;28;14286;685696.22;7458549.44
1;1;0.01;1620;323;420;1221509;1412408;1316959;2500;920;54;1;44;19318;685547.0375;7458248.367
1;2;0.01;2261;502;390;1156319;1393516;1274918;2600;573;50;1;69;8261;685778.18;7458849.13
1;1;0.01;589;34;573;1524600;1699814;1612207;4100;930;75;1;49;24490;685614.16;7457015.75
0;2;0.01;2175;405;491;1156319;882499;1019409;2600;862;54;1;107;7009;685814.6559;7458746.914
0;3;0.01;2175;405;491;1156319;882499;1019409;2600;484;51;1;107;3982;685814.6559;7458746.914
1;0.01;0.01;1408;551;225;1496791;1271819;1384305;2500;445;50;1;40;9500;685213.6736;7458089.225
1;0.01;0.01;1408;551;225;1496791;1271819;1384305;2500;573;50;1;40;9750;685213.6736;7458089.225
1;1;0.01;2689;359;479;1582780;1422122;1502451;2450;825;53;1;52;11596;686314.2001;7459096.95
1;3;1;2637;159;669;1582780;1645108;1613944;2700;484;50;1;179;5028;686463.27;7458957.61
1;3;0.01;3006;68;660;1278457;1273783;1276120;2400;825;75;1;81;7654;686898.4265;7459112.338
1;1;0.01;3006;68;660;1278457;1273783;1276120;2400;385;72;1;35;5714;686898.4265;7459112.338
1;1;0.01;1101;105;147;969501;536362;752932;2400;360;51;1;23;7826;685548.86;7457701.18
1;2;0.01;1101;105;147;969501;536362;752932;2400;360;51;1;59;4237;685548.86;7457701.18
1;3;1;1552;151;561;1203742;880798;1042270;2600;484;43;1;107;5888;685680.5;7458133.9
0;3;0.01;1552;151;561;1203742;880798;1042270;2600;360;43;1;115;2609;685680.5;7458133.9
1;3;0.01;2593;34;782;1524600;1763946;1644273;4100;484;50;1;165;8182;686539.49;7458858.2
0;1;0.01;1929;321;622;1274074;1150383;1212229;2450;425;50;1;54;6667;685727.69;7458517.54
0;1;0.01;1929;321;622;1274074;1150383;1212229;2450;445;50;1;56;4500;685727.69;7458517.54
1;0.01;1;639;369;205;1215942;1045851;1130897;2350;862;54;1;39;17692;685220.61;7457315.74
1;0.01;0.01;639;369;205;1215942;1045851;1130897;2350;445;51;1;39;4615;685220.61;7457315.74
1;0.01;0.01;639;369;205;1215942;1045851;1130897;2350;425;51;1;39;3590;685220.61;7457315.74
0;0.01;0.01;639;369;205;1215942;1045851;1130897;2350;405;51;1;36;5556;685220.61;7457315.74
0;0.01;0.01;639;369;205;1215942;1045851;1130897;2350;573;51;1;36;4722;685220.61;7457315.74
0;0.01;0.01;639;369;205;1215942;1045851;1130897;2350;842;54;1;36;11250;685220.61;7457315.74
0;1;0.01;1446;437;293;1124331;1119333;1121832;2200;792;52;1;48;10625;685348.6984;7458113.335
0;1;0.01;2604;181;628;1083455;1110637;1097046;2000;484;50;1;41;6341;686412.15;7458948.29
0;2;0.01;1182;504;128;2068724;2135043;2101884;2450;918;53;1;78;8974;685182.55;7457864.72
1;3;1;2292;64;682;986211;889607;937909;2500;405;50;1;65;6154;686248.11;7458682.85
1;1;0.01;1779;490;341;1369604;1017080;1193342;2600;801;52;1;50;8000;685459.9;7458431.75
0;1;0.01;2035;226;674;1083455;884387;983921;2000;445;51;1;30;5000;685894.39;7458568.63
0;1;0.01;929;123;72;1083455;532879;808167;2200;904;53;1;30;14000;685488.2363;7457540.208
0;1;0.01;929;123;72;1083455;532879;808167;2200;484;50;1;30;8000;685488.2363;7457540.208
1;3;1;2631;144;682;1582780;1645108;1613944;2700;864;47;1;146;10274;686471.82;7458945.7
0;3;0.01;2631;144;682;1582780;1645108;1613944;2700;360;44;1;120;3333;686471.82;7458945.7
1;3;0.01;2631;144;682;1582780;1645108;1613944;2700;567;44;1;146;5137;686471.82;7458945.7
1;2;0.01;1216;244;217;1189386;1087373;1138380;2500;554;51;1;60;6667;685453.4002;7457855.029
1;3;1;1216;244;217;1189386;1087373;1138380;2500;904;54;1;109;9174;685453.4002;7457855.029
1;2;0.01;1216;244;217;1189386;1087373;1138380;2500;904;54;1;62;9113;685453.4002;7457855.029
0;0.01;0.01;624;170;322;1140573;964450;1052512;2450;573;48;1;39;9744;685425.2889;7457231.758
0;2;0.01;2579;1148;112;1395924;2058421;1727173;1550;385;47;1;54;4444;685275.1;7459258.6
0;2;0.01;2579;1148;112;1395924;2058421;1727173;1550;801;49;1;54;7963;685275.1;7459258.6
1;3;1;1896;32;851;1524600;1981321;1752961;4100;405;50;1;195;4615;685983.47;7458376.06
1;3;1;2432;507;263;1472861;1200548;1336705;2300;567;50;1;120;8750;685914.77;7458985.15
1;3;1;2432;507;263;1472861;1200548;1336705;2300;554;50;1;160;6563;685914.77;7458985.15
1;4;1;754;203;165;1215942;1310446;1263194;2450;792;51;1;200;9000;685388.19;7457390.86
0;1;0.01;602;479;164;1532655;1660682;1596669;1750;509;48;1;37;4595;685111.36;7457285.44
0;1;0.01;602;479;164;1532655;1660682;1596669;1750;554;48;1;29;9828;685111.36;7457285.44
1;3;1;2088;486;498;1369604;1337596;1353600;2600;509;49;1;153;4444;685664.39;7458701.96
1;4;1;1786;576;268;1207360;1447135;1327248;2500;842;53;1;215;6977;685372.66;7458452.81
1;2;0.01;3164;258;578;1081057;1071970;1076514;2100;360;72;1;55;4909;686877.45;7459319.23
1;3;0.01;1136;74;191;1315094;1102680;1208887;2700;509;48;1;90;5556;685588.2001;7457721.81
0;2;0.01;1136;74;191;1315094;1102680;1208887;2700;864;51;1;86;9651;685588.2001;7457721.81
1;4;1;1136;74;191;1315094;1102680;1208887;2700;830;51;1;158;12658;685588.2001;7457721.81
1;2;0.01;1415;551;220;1496791;1271819;1384305;2500;425;49;1;120;3667;685217.2796;7458096.563
1;3;1;2791;414;499;1472861;1529620;1501241;2300;825;47;1;225;7111;686354.07;7459190.26
0;1;0.01;1336;155;344;1476163;1335470;1405817;2450;509;49;1;45;7444;685581.07;7457940.86
1;1;0.01;1336;155;344;1476163;1335470;1405817;2450;920;42;1;70;11143;685581.07;7457940.86
1;0.01;0.01;1912;219;696;1083455;1044130;1063793;2000;554;51;1;38;6711;685816.95;7458467.38
1;0.01;0.01;1912;219;696;1083455;1044130;1063793;2000;360;51;1;37;5054;685816.95;7458467.38
0;0.01;0.01;1912;219;696;1083455;1044130;1063793;2000;405;51;1;23;7304;685816.95;7458467.38
0;1;0.01;1912;219;696;1083455;1044130;1063793;2000;842;54;1;23;16522;685816.95;7458467.38
0;0.01;0.01;1912;219;696;1083455;1044130;1063793;2000;573;51;1;31;5484;685816.95;7458467.38
0;0.01;0.01;1912;219;696;1083455;1044130;1063793;2000;525;51;1;35;3714;685816.95;7458467.38
1;2;0.01;1413;249;414;1259839;1278269;1269054;2400;904;53;1;78;8333;685522.47;7458040.92
1;1;0.01;1123;121;157;969501;828156;898829;2400;360;48;1;43;4651;685541.18;7457728.32
1;1;0.01;1123;121;157;969501;828156;898829;2400;445;48;1;43;6977;685541.18;7457728.32
1;1;0.01;1123;121;157;969501;828156;898829;2400;425;48;1;36;5972;685541.18;7457728.32
0;1;0.01;1123;121;157;969501;828156;898829;2400;830;51;1;40;10000;685541.18;7457728.32
1;2;0.01;2304;315;456;1124331;583395;853863;2100;918;53;1;56;11607;686009.87;7458812.03
0;1;0.01;1466;398;326;1124331;1077249;1100790;2200;525;50;1;43;4302;685397.17;7458124.37
1;0.01;0.01;2572;184;609;1083455;835404;959430;2000;360;47;2;26;4231;686380.39;7458929.98
0;1;0.01;2572;184;609;1083455;835404;959430;2000;862;50;1;26;14615;686380.39;7458929.98
0;1;0.01;1902;321;599;1274074;1150383;1212229;2450;930;53;1;51;8824;685709.98;7458494.12
1;4;2;807;34;233;1524600;894300;1209450;4100;862;50;1;344;18023;685555.97;7457367.33
0;1;0.01;1705;209;570;1083455;1034835;1059145;2000;864;54;1;41;11951;685702.15;7458289.3
1;1;0.01;1705;209;570;1083455;1034835;1059145;2000;405;51;1;40;3750;685702.15;7458289.3
0;1;0.01;1705;209;570;1083455;1034835;1059145;2000;918;54;1;40;12500;685702.15;7458289.3
0;2;0.01;3231;362;585;1124331;1172250;1148291;1950;445;49;1;75;4667;686844.96;7459420.01
1;2;0.01;3231;362;585;1124331;1172250;1148291;1950;862;52;1;82;5976;686844.96;7459420.01
0;3;0.01;3231;362;585;1124331;1172250;1148291;1950;842;52;1;60;12417;686844.96;7459420.01
0;1;0.01;3215;360;600;1124331;1070803;1097567;1950;567;49;1;41;5854;686830.89;7459410.62
1;1;0.01;3215;360;600;1124331;1070803;1097567;1950;509;49;1;38;4053;686830.89;7459410.62
0;1;0.01;3215;360;600;1124331;1070803;1097567;1950;425;49;1;35;3429;686830.89;7459410.62
0;1;0.01;3215;360;600;1124331;1070803;1097567;1950;484;49;1;41;6537;686830.89;7459410.62
1;1;0.01;3215;360;600;1124331;1070803;1097567;1950;509;49;1;42;4405;686830.89;7459410.62
1;1;0.01;2497;880;225;1803724;2016761;1910243;2350;573;51;1;45;9444;685540.1435;7459146.704
0;2;0.01;3203;360;613;1124331;1074605;1099468;1950;445;49;1;67;5224;686818.47;7459404.28
1;2;0.01;3203;360;613;1124331;1074605;1099468;1950;830;52;1;82;7683;686818.47;7459404.28
1;1;0.01;1236;152;245;1083455;1255320;1169388;2200;385;50;1;55;5091;685546.14;7457846.53
0;1;0.01;1236;152;245;1083455;1255320;1169388;2200;930;53;1;54;9259;685546.14;7457846.53
0;1;0.01;1236;152;245;1083455;1255320;1169388;2200;825;53;1;47;12128;685546.14;7457846.53
0;2;0.01;544;471;195;1532655;1509540;1521098;1750;554;49;1;78;5513;685123.19;7457227.73
1;1;0.01;1507;80;529;1447740;950025;1198883;2700;385;50;1;51;5882;685724.49;7458067.97
0;2;0.01;732;399;105;1159555;1153282;1156419;990;554;50;1;61;6803;685192.27;7457412.75
1;2;0.01;732;399;105;1159555;1153282;1156419;990;862;53;1;61;9016;685192.27;7457412.75
0;2;0.01;732;399;105;1159555;1153282;1156419;990;385;50;1;61;5902;685192.27;7457412.75
0;0.01;0.01;2133;385;532;1124331;781108;952720;2100;792;51;1;27;11296;685804.24;7458706.08
0;0.01;0.01;2133;385;532;1124331;781108;952720;2100;425;49;1;30;6667;685804.24;7458706.08
0;0.01;0.01;2133;385;532;1124331;781108;952720;2100;862;52;1;27;9074;685804.24;7458706.08
0;0.01;0.01;2133;385;532;1124331;781108;952720;2100;842;52;1;27;15556;685804.24;7458706.08
0;0.01;0.01;2133;385;532;1124331;781108;952720;2100;445;49;1;27;4444;685804.24;7458706.08
0;0.01;0.01;2133;385;532;1124331;781108;952720;2100;509;49;1;27;6667;685804.24;7458706.08
0;0.01;0.01;2133;385;532;1124331;781108;952720;2100;509;49;1;27;5926;685804.24;7458706.08
1;1;0.01;774;106;195;1083455;1076386;1079921;2200;864;50;1;50;12800;685484.5103;7457370.81
1;1;0.01;774;106;195;1083455;1076386;1079921;2200;484;47;2;46;6620;685484.5103;7457370.81
0;0.01;0.01;774;106;195;1083455;1076386;1079921;2200;862;50;1;30;10000;685484.5103;7457370.81
0;1;1;774;106;195;1083455;1076386;1079921;2200;405;47;1;46;6087;685484.5103;7457370.81
1;1;0.01;2510;326;425;1124331;1592298;1358315;2100;825;49;1;20;16500;686179.0801;7458963.03
1;2;1;1953;499;496;1369604;1490777;1430191;2600;920;49;1;60;13167;685557.81;7458588.46
1;1;0.01;2468;965;146;1395924;955013;1175469;1550;930;48;1;32;12500;685410.63;7459135.98
1;1;0.01;1969;253;712;574140;574140;574140;2200;862;52;1;39;12821;685822.08;7458526.19
1;2;0.01;1969;253;712;574140;574140;574140;2200;792;51;1;76;9211;685822.08;7458526.19
0;1;0.01;2803;375;553;1915512;1695584;1805548;2500;940;52;1;60;10333;686406.16;7459178.12
0;3;0.01;2373;870;150;1395924;845233;1120579;1550;445;47;1;91;2473;685447.4939;7459035.114
0;2;1;2320;752;258;1395924;2324669;1860297;1550;862;51;1;78;13462;685544.5141;7458965.694
1;1;0.01;2748;152;749;1083455;649478;866467;2000;484;49;1;32;7813;686573.28;7459020.35
1;1;0.01;3144;352;671;1124331;862986;993659;1950;792;51;1;50;9600;686766.85;7459367.01
0;1;0.01;3144;352;671;1124331;862986;993659;1950;904;52;1;50;7000;686766.85;7459367.01
1;1;0.01;2545;757;105;994427;982091;988259;1850;360;44;1;57;2807;685731.8801;7459156.09
0;3;0.01;512;433;246;1140573;1173370;1156972;2450;920;51;1;118;8729;685164.5;7457194.93
0;3;0.01;512;433;246;1140573;1173370;1156972;2450;385;48;1;118;3305;685164.5;7457194.93
1;3;1;2251;482;404;1156319;1393516;1274918;2600;842;52;1;150;11333;685792.47;7458834.68
0;3;1;2251;482;404;1156319;1393516;1274918;2600;801;51;1;117;10256;685792.47;7458834.68
1;2;1;2185;370;497;1156319;900641;1028480;2600;405;49;1;75;5600;685858.22;7458742.6
1;2;0.01;2185;370;497;1156319;900641;1028480;2600;940;52;1;75;11067;685858.22;7458742.6
1;1;0.01;2610;933;113;1165764;1239082;1202423;2150;920;52;1;49;9796;685579.19;7459254.73
1;1;0.01;2525;328;428;1124331;1886935;1505633;2100;525;69;1;40;4750;686191.71;7458974.03
1;1;0.01;2525;328;428;1124331;1886935;1505633;2100;405;69;1;40;4375;686191.71;7458974.03
1;3;0.01;1191;223;192;1189386;1087373;1138380;2500;573;42;1;97;6186;685466.4487;7457826.047
0;3;1;1191;223;192;1189386;1087373;1138380;2500;385;42;1;99;3535;685466.4487;7457826.047
1;3;0.01;2844;545;410;1915512;2101848;2008680;2450;918;42;1;111;12252;686265.58;7459290.01
1;2;1;2400;606;246;1165764;1192272;1179018;2150;509;72;1;85;6235;685778.86;7458994.15
1;0.01;0.01;589;34;573;1524600;1699814;1612207;4100;792;74;1;40;18125;685614.16;7457015.75
1;3;1;2825;145;815;1083455;1126555;1105005;2000;484;49;1;120;4583;686652.4957;7459061.642
1;3;0.01;2312;37;707;1524600;933045;1228823;4100;385;72;1;145;4259;686289.68;7458682.12
1;0.01;0.01;2518;658;134;986211;1129648;1057930;2100;842;33;1;29;10345;685821.99;7459104.35
1;3;0.01;2518;658;134;986211;1129648;1057930;2100;904;43;1;79;7975;685821.99;7459104.35
1;2;0.01;2518;658;134;986211;1129648;1057930;2100;509;30;1;79;4557;685821.99;7459104.35
1;3;0.01;2518;658;134;986211;1129648;1057930;2100;920;39;1;94;6383;685821.99;7459104.35
1;0.01;0.01;2518;658;134;986211;1129648;1057930;2100;385;30;1;29;5517;685821.99;7459104.35
0;1;0.01;2518;658;134;986211;1129648;1057930;2100;864;43;1;44;12500;685821.99;7459104.35
1;2;0.01;2518;658;134;986211;1129648;1057930;2100;830;43;1;79;7215;685821.99;7459104.35
0;1;0.01;2518;658;134;986211;1129648;1057930;2100;484;40;1;45;5156;685821.99;7459104.35
